y_j / x_i:,0,0.00833333,0.0166667,0.025,0.0333333,0.0416667,0.05,0.0583333,0.0666667,0.075,0.0833333,0.0916667,0.1,0.108333,0.116667,0.125,0.133333,0.141667,0.15,0.158333,0.166667,0.175,0.183333,0.191667,0.2,0.208333,0.216667,0.225,0.233333,0.241667,0.25,0.258333,0.266667,0.275,0.283333,0.291667,0.3,0.308333,0.316667,0.325,0.333333,0.341667,0.35,0.358333,0.366667,0.375,0.383333,0.391667,0.4,0.408333,0.416667,0.425,0.433333,0.441667,0.45,0.458333,0.466667,0.475,0.483333,0.491667,0.5,0.508333,0.516667,0.525,0.533333,0.541667,0.55,0.558333,0.566667,0.575,0.583333,0.591667,0.6,0.608333,0.616667,0.625,0.633333,0.641667,0.65,0.658333,0.666667,0.675,0.683333,0.691667,0.7,0.708333,0.716667,0.725,0.733333,0.741667,0.75,0.758333,0.766667,0.775,0.783333,0.791667,0.8,0.808333,0.816667,0.825,0.833333,0.841667,0.85,0.858333,0.866667,0.875,0.883333,0.891667,0.9,0.908333,0.916667,0.925,0.933333,0.941667,0.95,0.958333,0.966667,0.975,0.983333,0.991667,1,
0,0,0.00826389,0.0163889,0.024375,0.0322222,0.0399306,0.0475,0.0549306,0.0622222,0.069375,0.0763889,0.0832639,0.09,0.0965972,0.103056,0.109375,0.115556,0.121597,0.1275,0.133264,0.138889,0.144375,0.149722,0.154931,0.16,0.164931,0.169722,0.174375,0.178889,0.183264,0.1875,0.191597,0.195556,0.199375,0.203056,0.206597,0.21,0.213264,0.216389,0.219375,0.222222,0.224931,0.2275,0.229931,0.232222,0.234375,0.236389,0.238264,0.24,0.241597,0.243056,0.244375,0.245556,0.246597,0.2475,0.248264,0.248889,0.249375,0.249722,0.249931,0.25,0.249931,0.249722,0.249375,0.248889,0.248264,0.2475,0.246597,0.245556,0.244375,0.243056,0.241597,0.24,0.238264,0.236389,0.234375,0.232222,0.229931,0.2275,0.224931,0.222222,0.219375,0.216389,0.213264,0.21,0.206597,0.203056,0.199375,0.195556,0.191597,0.1875,0.183264,0.178889,0.174375,0.169722,0.164931,0.16,0.154931,0.149722,0.144375,0.138889,0.133264,0.1275,0.121597,0.115556,0.109375,0.103056,0.0965972,0.09,0.0832639,0.0763889,0.069375,0.0622222,0.0549306,0.0475,0.0399306,0.0322222,0.024375,0.0163889,0.00826389,0
0.00833333,0.0261769,0.0334344,0.0406399,0.0477656,0.0547983,0.0617303,0.0685571,0.0752752,0.0818823,0.0883765,0.0947561,0.10102,0.107167,0.113195,0.119105,0.124896,0.130566,0.136115,0.141543,0.146849,0.152032,0.157092,0.162028,0.166841,0.17153,0.176093,0.180532,0.184846,0.189033,0.193095,0.197031,0.20084,0.204523,0.208078,0.211506,0.214807,0.217981,0.221026,0.223943,0.226733,0.229393,0.231926,0.234329,0.236604,0.23875,0.240767,0.242655,0.244413,0.246042,0.247541,0.248911,0.250151,0.251262,0.252243,0.253093,0.253814,0.254405,0.254866,0.255197,0.255397,0.255468,0.255408,0.255219,0.254899,0.254449,0.253869,0.253159,0.252319,0.251349,0.250249,0.249019,0.247659,0.24617,0.24455,0.242801,0.240922,0.238914,0.236777,0.23451,0.232114,0.229589,0.226935,0.224152,0.22124,0.2182,0.215032,0.211736,0.208311,0.204759,0.201079,0.197273,0.193339,0.189278,0.18509,0.180777,0.176337,0.171772,0.167081,0.162266,0.157326,0.152261,0.147073,0.141762,0.136328,0.130772,0.125094,0.119295,0.113375,0.107336,0.101179,0.0949036,0.0885119,0.0820049,0.0753843,0.068652,0.0618106,0.0548633,0.0478149,0.0406731,0.0334511,0.0261769
0.0166667,0.052336,0.0586568,0.0649707,0.0712494,0.0774748,0.0836354,0.0897227,0.0957309,0.101655,0.107492,0.113239,0.118893,0.124451,0.129912,0.135275,0.140537,0.145697,0.150755,0.155708,0.160556,0.165298,0.169932,0.174458,0.178876,0.183184,0.187381,0.191467,0.195442,0.199304,0.203053,0.206688,0.21021,0.213617,0.216908,0.220085,0.223145,0.226089,0.228916,0.231626,0.234219,0.236693,0.23905,0.241288,0.243407,0.245407,0.247288,0.24905,0.250692,0.252213,0.253615,0.254897,0.256058,0.257098,0.258018,0.258817,0.259494,0.260051,0.260487,0.260801,0.260994,0.261066,0.261017,0.260846,0.260553,0.26014,0.259605,0.258949,0.258172,0.257273,0.256253,0.255113,0.253851,0.252469,0.250966,0.249343,0.247599,0.245736,0.243752,0.241649,0.239426,0.237084,0.234623,0.232043,0.229345,0.226529,0.223595,0.220543,0.217375,0.21409,0.210689,0.207172,0.20354,0.199793,0.195932,0.191957,0.187869,0.183669,0.179357,0.174934,0.170401,0.165758,0.161006,0.156147,0.151181,0.146109,0.140933,0.135654,0.130273,0.124791,0.119211,0.113535,0.107764,0.101901,0.0959497,0.0899132,0.0837964,0.0776054,0.0713483,0.0650373,0.0586904,0.052336
0.025,0.0784591,0.0838862,0.0893368,0.0947863,0.100216,0.105614,0.110968,0.11627,0.121516,0.126699,0.131815,0.136861,0.141833,0.146728,0.151545,0.15628,0.160932,0.165499,0.169978,0.174369,0.178671,0.18288,0.186997,0.19102,0.194948,0.19878,0.202514,0.20615,0.209687,0.213124,0.21646,0.219694,0.222826,0.225854,0.228779,0.231599,0.234314,0.236923,0.239426,0.241822,0.244111,0.246292,0.248365,0.250329,0.252184,0.253929,0.255565,0.25709,0.258505,0.259809,0.261003,0.262084,0.263055,0.263914,0.264661,0.265296,0.265818,0.266229,0.266527,0.266712,0.266785,0.266746,0.266594,0.266329,0.265952,0.265462,0.26486,0.264145,0.263318,0.262378,0.261327,0.260164,0.258889,0.257503,0.256005,0.254396,0.252677,0.250847,0.248907,0.246857,0.244698,0.24243,0.240053,0.237568,0.234975,0.232275,0.229468,0.226555,0.223537,0.220414,0.217187,0.213856,0.210422,0.206887,0.203251,0.199514,0.195678,0.191744,0.187712,0.183585,0.179362,0.175046,0.170638,0.166139,0.161551,0.156876,0.152115,0.14727,0.142345,0.137341,0.13226,0.127108,0.121886,0.1166,0.111255,0.105856,0.100413,0.0949356,0.0894373,0.0839369,0.0784591
0.0333333,0.104528,0.109092,0.113704,0.118343,0.122991,0.127635,0.132263,0.136867,0.141439,0.145972,0.150462,0.154903,0.159291,0.163623,0.167896,0.172106,0.176251,0.180329,0.184337,0.188273,0.192135,0.195921,0.19963,0.20326,0.206809,0.210276,0.213659,0.216958,0.220171,0.223296,0.226333,0.229281,0.232138,0.234904,0.237578,0.240158,0.242645,0.245037,0.247333,0.249533,0.251637,0.253643,0.25555,0.257359,0.259069,0.26068,0.26219,0.263599,0.264907,0.266114,0.26722,0.268223,0.269123,0.269922,0.270617,0.271209,0.271698,0.272083,0.272365,0.272543,0.272617,0.272588,0.272454,0.272217,0.271876,0.271431,0.270882,0.27023,0.269475,0.268615,0.267653,0.266588,0.265421,0.26415,0.262778,0.261304,0.259729,0.258052,0.256275,0.254398,0.252421,0.250345,0.24817,0.245898,0.243528,0.241061,0.238499,0.235841,0.233089,0.230243,0.227305,0.224275,0.221154,0.217943,0.214644,0.211257,0.207785,0.204227,0.200586,0.196863,0.19306,0.189179,0.18522,0.181187,0.17708,0.172904,0.168659,0.164349,0.159977,0.155545,0.151058,0.14652,0.141935,0.137309,0.132648,0.127961,0.123255,0.118543,0.113839,0.10916,0.104528
0.0416667,0.130526,0.13425,0.138044,0.141889,0.14577,0.149672,0.153584,0.157496,0.1614,0.165289,0.169157,0.172997,0.176805,0.180577,0.184309,0.187997,0.191639,0.19523,0.198768,0.202251,0.205675,0.20904,0.212342,0.21558,0.218752,0.221855,0.224889,0.227852,0.230741,0.233556,0.236296,0.238958,0.241542,0.244046,0.24647,0.248811,0.25107,0.253246,0.255336,0.257341,0.25926,0.261091,0.262835,0.264489,0.266055,0.26753,0.268915,0.270209,0.271411,0.272521,0.273539,0.274463,0.275294,0.276032,0.276676,0.277225,0.27768,0.278041,0.278306,0.278477,0.278553,0.278533,0.278418,0.278209,0.277904,0.277504,0.277009,0.276419,0.275734,0.274955,0.274082,0.273115,0.272054,0.2709,0.269653,0.268313,0.266881,0.265357,0.263743,0.262038,0.260243,0.258359,0.256386,0.254325,0.252177,0.249943,0.247624,0.245221,0.242734,0.240164,0.237514,0.234783,0.231974,0.229087,0.226124,0.223087,0.219976,0.216794,0.213542,0.210222,0.206836,0.203387,0.199876,0.196306,0.192679,0.188999,0.185268,0.181489,0.177667,0.173804,0.169906,0.165978,0.162024,0.158052,0.154069,0.150082,0.146103,0.142142,0.138215,0.134336,0.130526
0.05,0.156434,0.159339,0.162333,0.165401,0.168527,0.171699,0.174904,0.178133,0.181377,0.184628,0.187879,0.191123,0.194356,0.197572,0.200766,0.203936,0.207076,0.210183,0.213254,0.216286,0.219276,0.222221,0.225119,0.227967,0.230763,0.233505,0.236191,0.238818,0.241386,0.243892,0.246335,0.248713,0.251025,0.253268,0.255443,0.257547,0.25958,0.261539,0.263425,0.265235,0.26697,0.268628,0.270207,0.271708,0.27313,0.274471,0.275731,0.27691,0.278006,0.27902,0.27995,0.280797,0.281559,0.282236,0.282829,0.283336,0.283757,0.284093,0.284343,0.284506,0.284583,0.284573,0.284478,0.284295,0.284026,0.283671,0.283229,0.282702,0.282088,0.281389,0.280604,0.279735,0.27878,0.277742,0.276619,0.275413,0.274124,0.272753,0.271301,0.269767,0.268153,0.26646,0.264688,0.262839,0.260912,0.25891,0.256834,0.254683,0.25246,0.250166,0.247803,0.24537,0.242871,0.240307,0.237678,0.234988,0.232238,0.229429,0.226564,0.223646,0.220676,0.217656,0.214591,0.211481,0.208331,0.205144,0.201923,0.198672,0.195396,0.192098,0.188784,0.18546,0.182132,0.178806,0.175491,0.172195,0.16893,0.165707,0.16254,0.159443,0.156434
0.0583333,0.182236,0.184337,0.186548,0.188853,0.191239,0.193692,0.196201,0.198756,0.201347,0.203967,0.206607,0.209261,0.211923,0.214587,0.217249,0.219903,0.222546,0.225172,0.227779,0.230363,0.232921,0.235449,0.237945,0.240405,0.242828,0.24521,0.24755,0.249845,0.252093,0.254291,0.256439,0.258535,0.260575,0.26256,0.264487,0.266354,0.268161,0.269906,0.271588,0.273205,0.274757,0.276242,0.277658,0.279007,0.280285,0.281493,0.282629,0.283693,0.284684,0.285602,0.286445,0.287214,0.287908,0.288525,0.289067,0.289532,0.28992,0.290231,0.290465,0.290621,0.290699,0.2907,0.290623,0.290468,0.290235,0.289924,0.289536,0.28907,0.288527,0.287908,0.287211,0.286439,0.285591,0.284667,0.283668,0.282596,0.281449,0.28023,0.278939,0.277576,0.276143,0.27464,0.273068,0.271428,0.269722,0.267951,0.266115,0.264217,0.262257,0.260237,0.258159,0.256023,0.253833,0.251589,0.249293,0.246949,0.244557,0.242119,0.23964,0.23712,0.234562,0.231971,0.229347,0.226696,0.224019,0.221322,0.218607,0.21588,0.213145,0.210407,0.207672,0.204945,0.202234,0.199547,0.196891,0.194277,0.191714,0.189215,0.186792,0.184461,0.182236
0.0666667,0.207912,0.209226,0.210669,0.212225,0.213883,0.215629,0.217452,0.219342,0.221289,0.223285,0.225321,0.227391,0.229488,0.231606,0.233739,0.235883,0.238031,0.240181,0.242328,0.244467,0.246595,0.248709,0.250806,0.252881,0.254933,0.256958,0.258954,0.260918,0.262848,0.264741,0.266596,0.268411,0.270182,0.271909,0.27359,0.275222,0.276805,0.278337,0.279816,0.281241,0.28261,0.283923,0.285178,0.286374,0.28751,0.288585,0.289599,0.290549,0.291436,0.292258,0.293015,0.293706,0.294332,0.29489,0.295381,0.295804,0.296159,0.296446,0.296664,0.296813,0.296893,0.296903,0.296845,0.296717,0.29652,0.296254,0.295919,0.295515,0.295043,0.294502,0.293894,0.293218,0.292475,0.291666,0.290791,0.289851,0.288846,0.287778,0.286647,0.285454,0.2842,0.282887,0.281514,0.280083,0.278597,0.277055,0.275459,0.273811,0.272113,0.270365,0.26857,0.26673,0.264846,0.262921,0.260956,0.258955,0.256919,0.254851,0.252754,0.25063,0.248482,0.246315,0.244131,0.241933,0.239726,0.237515,0.235302,0.233094,0.230895,0.228711,0.226548,0.224412,0.222312,0.220255,0.218249,0.216305,0.214432,0.212644,0.210951,0.209369,0.207912
0.075,0.233445,0.233987,0.234676,0.235497,0.236439,0.237489,0.238636,0.239871,0.241182,0.242562,0.244001,0.245494,0.247032,0.248609,0.250219,0.251856,0.253516,0.255193,0.256883,0.258582,0.260284,0.261988,0.263688,0.265381,0.267064,0.268735,0.270389,0.272025,0.27364,0.27523,0.276794,0.278329,0.279833,0.281304,0.28274,0.284139,0.2855,0.28682,0.288097,0.289331,0.29052,0.291662,0.292757,0.293802,0.294796,0.29574,0.29663,0.297468,0.298251,0.298978,0.29965,0.300265,0.300822,0.301321,0.301762,0.302144,0.302466,0.302729,0.302931,0.303073,0.303155,0.303176,0.303136,0.303035,0.302874,0.302652,0.30237,0.302027,0.301625,0.301163,0.300642,0.300063,0.299425,0.29873,0.297978,0.297169,0.296306,0.295388,0.294416,0.293392,0.292317,0.291191,0.290016,0.288794,0.287525,0.286211,0.284853,0.283455,0.282016,0.280539,0.279026,0.277478,0.275899,0.274291,0.272655,0.270994,0.269312,0.26761,0.265892,0.264161,0.26242,0.260674,0.258925,0.257178,0.255437,0.253706,0.251991,0.250296,0.248627,0.246991,0.245394,0.243842,0.242344,0.240908,0.239542,0.238257,0.237064,0.235973,0.234998,0.234151,0.233445
